Order,Item,Container,Position,Rotation
1498,3,7,"(0, 0, 0)",False
1498,4,7,"(0, 0, 0)",False
1498,5,7,"(0, 0, 0)",False
1499,1,1,"(0, 0, 0)",False
1499,2,4,"(0, 0, 0)",False
1499,3,5,"(0, 0, 0)",False
1500,1,6,"(0, 0, 0)",False
1500,2,7,"(0, 0, 0)",False
1500,3,5,"(0, 0, 0)",False
1501,1,2,"(0, 0, 0)",False
1501,2,2,"(0, 0, 0)",False
1501,3,5,"(0, 0, 0)",False
1502,1,3,"(0, 0, 0)",False
1502,2,7,"(0, 0, 0)",False
1502,3,3,"(0, 0, 0)",False
1502,4,7,"(0, 0, 0)",False
1502,5,6,"(0, 0, 0)",False
1503,1,4,"(0, 0, 0)",False
1503,2,7,"(0, 0, 0)",False
1503,3,1,"(0, 0, 0)",False
1503,4,6,"(0, 0, 0)",False
1503,5,2,"(0, 0, 0)",False
1503,6,6,"(0, 0, 0)",False
1504,1,0,"(0, 0, 0)",False
1504,2,3,"(0, 0, 0)",False
1504,3,3,"(0, 0, 0)",False
1505,1,2,"(0, 0, 0)",False
1505,2,4,"(0, 0, 0)",False
1505,3,0,"(0, 0, 0)",False
1505,4,5,"(0, 0, 0)",False
1505,5,5,"(0, 0, 0)",False
1506,1,7,"(0, 0, 0)",False
1506,2,0,"(0, 0, 0)",False
1506,3,7,"(0, 0, 0)",False
1506,4,3,"(0, 0, 0)",False
1506,5,3,"(0, 0, 0)",False
1507,1,0,"(0, 0, 0)",False
1507,2,7,"(0, 0, 0)",False
1507,3,1,"(0, 0, 0)",False
1507,4,7,"(0, 0, 0)",False
1508,1,1,"(0, 0, 0)",False
1508,2,0,"(0, 0, 0)",False
1508,3,1,"(0, 0, 0)",False
1509,1,4,"(0, 0, 0)",False
1509,2,7,"(0, 0, 0)",False
1509,3,5,"(0, 0, 0)",False
1509,4,2,"(0, 0, 0)",False
1509,5,3,"(0, 0, 0)",False
1510,1,2,"(0, 0, 0)",False
1510,2,0,"(0, 0, 0)",False
1510,3,5,"(0, 0, 0)",False
1510,4,4,"(0, 0, 0)",False
1511,1,7,"(0, 0, 0)",False
1511,2,0,"(0, 0, 0)",False
1512,1,0,"(0, 0, 0)",False
1512,2,6,"(0, 0, 0)",False
1512,3,5,"(0, 0, 0)",False
1513,1,7,"(0, 0, 0)",False
1513,2,5,"(0, 0, 0)",False
1514,1,2,"(0, 0, 0)",False
1514,2,1,"(0, 0, 0)",False
1514,3,4,"(0, 0, 0)",False
1515,1,0,"(0, 0, 0)",False
1515,2,1,"(0, 0, 0)",False
1516,1,2,"(0, 0, 0)",False
1516,2,0,"(0, 0, 0)",False
1517,1,7,"(0, 0, 0)",False
1517,2,3,"(0, 0, 0)",False
1517,3,0,"(0, 0, 0)",False
1518,1,5,"(0, 0, 0)",False
1518,2,5,"(0, 0, 0)",False
1519,1,4,"(0, 0, 0)",False
1519,2,1,"(0, 0, 0)",False
1519,3,5,"(0, 0, 0)",False
1519,4,7,"(0, 0, 0)",False
1520,1,6,"(0, 0, 0)",False
1520,2,4,"(0, 0, 0)",False
1521,1,4,"(0, 0, 0)",False
1521,2,3,"(0, 0, 0)",False
1522,1,2,"(0, 0, 0)",False
1522,2,7,"(0, 0, 0)",False
1523,1,4,"(0, 0, 0)",False
1523,2,5,"(0, 0, 0)",False
1523,3,2,"(0, 0, 0)",False
1523,4,1,"(0, 0, 0)",False
1524,1,0,"(0, 0, 0)",False
1524,2,1,"(0, 0, 0)",False
1525,1,5,"(0, 0, 0)",False
1525,2,1,"(0, 0, 0)",False
1525,3,4,"(0, 0, 0)",False
1525,4,5,"(0, 0, 0)",False
1525,5,1,"(0, 0, 0)",False
1526,1,1,"(0, 0, 0)",False
1526,2,2,"(0, 0, 0)",False
1526,3,6,"(0, 0, 0)",False
1527,1,7,"(0, 0, 0)",False
1527,2,0,"(0, 0, 0)",False
1527,3,3,"(0, 0, 0)",False
1528,1,2,"(0, 0, 0)",False
1528,2,5,"(0, 0, 0)",False
1528,3,0,"(0, 0, 0)",False
1529,1,7,"(0, 0, 0)",False
1529,2,0,"(0, 0, 0)",False
1529,3,3,"(0, 0, 0)",False
1530,1,1,"(0, 0, 0)",False
1530,2,0,"(0, 0, 0)",False
1530,3,0,"(0, 0, 0)",False
1530,4,4,"(0, 0, 0)",False
1531,1,6,"(0, 0, 0)",False
1531,2,4,"(0, 0, 0)",False
1531,3,2,"(0, 0, 0)",False
1532,1,5,"(0, 0, 0)",False
1532,2,4,"(0, 0, 0)",False
1532,3,7,"(0, 0, 0)",False
1533,1,3,"(0, 0, 0)",False
1533,2,0,"(0, 0, 0)",False
1534,1,5,"(0, 0, 0)",False
1534,2,1,"(0, 0, 0)",False
1534,3,2,"(0, 0, 0)",False
1535,1,1,"(0, 0, 0)",False
1535,2,5,"(0, 0, 0)",False
1535,3,5,"(0, 0, 0)",False
1536,1,7,"(0, 0, 0)",False
1536,2,2,"(0, 0, 0)",False
1537,1,6,"(0, 0, 0)",False
1537,2,5,"(0, 0, 0)",False
1538,1,5,"(0, 0, 0)",False
1538,2,1,"(0, 0, 0)",False
1538,3,7,"(0, 0, 0)",False
1539,1,5,"(0, 0, 0)",False
1539,2,4,"(0, 0, 0)",False
1539,3,0,"(0, 0, 0)",False
1540,1,5,"(0, 0, 0)",False
1540,2,2,"(0, 0, 0)",False
1540,3,1,"(0, 0, 0)",False
1541,1,1,"(0, 0, 0)",False
1541,2,6,"(0, 0, 0)",False
1541,3,5,"(0, 0, 0)",False
1542,1,2,"(0, 0, 0)",False
1542,2,2,"(0, 0, 0)",False
1542,3,5,"(0, 0, 0)",False
1542,4,4,"(0, 0, 0)",False
1542,5,0,"(0, 0, 0)",False
1543,1,6,"(0, 0, 0)",False
1543,2,0,"(0, 0, 0)",False
1544,1,0,"(0, 0, 0)",False
1544,2,1,"(0, 0, 0)",False
1544,3,0,"(0, 0, 0)",False
1544,4,3,"(0, 0, 0)",False
1544,5,0,"(0, 0, 0)",False
1544,6,0,"(0, 0, 0)",False
1544,7,0,"(0, 0, 0)",False
1544,8,3,"(0, 0, 0)",False
1544,9,4,"(0, 0, 0)",False
1545,1,3,"(0, 0, 0)",False
1545,2,1,"(0, 0, 0)",False
1546,1,0,"(0, 0, 0)",False
1546,2,7,"(0, 0, 0)",False
1546,3,5,"(0, 0, 0)",False
1546,4,2,"(0, 0, 0)",False
1546,5,2,"(0, 0, 0)",False
1547,1,3,"(0, 0, 0)",False
1547,2,3,"(0, 0, 0)",False
1548,1,4,"(0, 0, 0)",False
1548,2,0,"(0, 0, 0)",False
1549,1,6,"(0, 0, 0)",False
1549,2,7,"(0, 0, 0)",False
1550,1,3,"(0, 0, 0)",False
1550,2,2,"(0, 0, 0)",False
1550,3,4,"(0, 0, 0)",False
1550,4,1,"(0, 0, 0)",False
1550,5,3,"(0, 0, 0)",False
1551,1,0,"(0, 0, 0)",False
1551,2,5,"(0, 0, 0)",False
1552,1,5,"(0, 0, 0)",False
1552,2,6,"(0, 0, 0)",False
1552,3,7,"(0, 0, 0)",False
1553,1,4,"(0, 0, 0)",False
1553,2,4,"(0, 0, 0)",False
1554,1,4,"(0, 0, 0)",False
1554,2,0,"(0, 0, 0)",False
1554,3,3,"(0, 0, 0)",False
1554,4,3,"(0, 0, 0)",False
1554,5,3,"(0, 0, 0)",False
1555,1,4,"(0, 0, 0)",False
1555,2,7,"(0, 0, 0)",False
1556,1,7,"(0, 0, 0)",False
1556,2,6,"(0, 0, 0)",False
1557,1,7,"(0, 0, 0)",False
1557,2,3,"(0, 0, 0)",False
1557,3,0,"(0, 0, 0)",False
1557,4,5,"(0, 0, 0)",False
1558,1,4,"(0, 0, 0)",False
1558,2,5,"(0, 0, 0)",False
1559,1,0,"(0, 0, 0)",False
1559,2,0,"(0, 0, 0)",False
1560,1,0,"(0, 0, 0)",False
1560,2,0,"(0, 0, 0)",False
1561,1,0,"(0, 0, 0)",False
1561,2,5,"(0, 0, 0)",False
1561,3,7,"(0, 0, 0)",False
1561,4,2,"(0, 0, 0)",False
1562,1,2,"(0, 0, 0)",False
1562,2,7,"(0, 0, 0)",False
1563,1,0,"(0, 0, 0)",False
1563,2,5,"(0, 0, 0)",False
1564,1,1,"(0, 0, 0)",False
1564,2,4,"(0, 0, 0)",False
1564,3,5,"(0, 0, 0)",False
1564,4,5,"(0, 0, 0)",False
1565,1,7,"(0, 0, 0)",False
1565,2,3,"(0, 0, 0)",False
1565,3,7,"(0, 0, 0)",False
1566,1,7,"(0, 0, 0)",False
1566,2,6,"(0, 0, 0)",False
1567,1,7,"(0, 0, 0)",False
1567,2,7,"(0, 0, 0)",False
1568,1,5,"(0, 0, 0)",False
1568,2,6,"(0, 0, 0)",False
1569,1,4,"(0, 0, 0)",False
1569,2,5,"(0, 0, 0)",False
1569,3,5,"(0, 0, 0)",False
1569,4,2,"(0, 0, 0)",False
1570,1,5,"(0, 0, 0)",False
1570,2,1,"(0, 0, 0)",False
1571,1,7,"(0, 0, 0)",False
1571,2,5,"(0, 0, 0)",False
1572,1,5,"(0, 0, 0)",False
1572,2,5,"(0, 0, 0)",False
1572,3,3,"(0, 0, 0)",False
1572,4,1,"(0, 0, 0)",False
1573,1,0,"(0, 0, 0)",False
1573,2,4,"(0, 0, 0)",False
1574,1,6,"(0, 0, 0)",False
1574,2,4,"(0, 0, 0)",False
1574,3,2,"(0, 0, 0)",False
1574,4,2,"(0, 0, 0)",False
1575,1,2,"(0, 0, 0)",False
1575,2,7,"(0, 0, 0)",False
1576,1,7,"(0, 0, 0)",False
1576,2,1,"(0, 0, 0)",False
1577,1,6,"(0, 0, 0)",False
1577,2,5,"(0, 0, 0)",False
1578,1,6,"(0, 0, 0)",False
1578,2,5,"(0, 0, 0)",False
1579,1,0,"(0, 0, 0)",False
1579,2,3,"(0, 0, 0)",False
1580,1,6,"(0, 0, 0)",False
1580,2,6,"(0, 0, 0)",False
1581,1,4,"(0, 0, 0)",False
1581,2,5,"(0, 0, 0)",False
1582,1,3,"(0, 0, 0)",False
1582,2,4,"(0, 0, 0)",False
1583,1,4,"(0, 0, 0)",False
1583,2,1,"(0, 0, 0)",False
1583,3,0,"(0, 0, 0)",False
1584,1,7,"(0, 0, 0)",False
1584,2,2,"(0, 0, 0)",False
1584,3,5,"(0, 0, 0)",False
1585,1,5,"(0, 0, 0)",False
1585,2,7,"(0, 0, 0)",False
1586,1,4,"(0, 0, 0)",False
1586,2,3,"(0, 0, 0)",False
1587,1,4,"(0, 0, 0)",False
1587,2,2,"(0, 0, 0)",False
1588,1,1,"(0, 0, 0)",False
1588,2,4,"(0, 0, 0)",False
1589,1,1,"(0, 0, 0)",False
1589,2,7,"(0, 0, 0)",False
1590,1,5,"(0, 0, 0)",False
1590,2,5,"(0, 0, 0)",False
1591,1,7,"(0, 0, 0)",False
1591,2,2,"(0, 0, 0)",False
1592,1,6,"(0, 0, 0)",False
1592,2,7,"(0, 0, 0)",False
1593,1,3,"(0, 0, 0)",False
1593,2,4,"(0, 0, 0)",False
1594,1,5,"(0, 0, 0)",False
1594,2,2,"(0, 0, 0)",False
1595,1,7,"(0, 0, 0)",False
1595,2,1,"(0, 0, 0)",False
1596,1,1,"(0, 0, 0)",False
1596,2,5,"(0, 0, 0)",False
1597,1,3,"(0, 0, 0)",False
1597,2,1,"(0, 0, 0)",False
1598,1,5,"(0, 0, 0)",False
1598,2,5,"(0, 0, 0)",False
1599,1,1,"(0, 0, 0)",False
1599,2,4,"(0, 0, 0)",False
1600,1,3,"(0, 0, 0)",False
1600,2,2,"(0, 0, 0)",False
1601,1,6,"(0, 0, 0)",False
1601,2,7,"(0, 0, 0)",False
1602,1,2,"(0, 0, 0)",False
1602,2,7,"(0, 0, 0)",False
1602,3,0,"(0, 0, 0)",False
1603,1,6,"(0, 0, 0)",False
1603,2,5,"(0, 0, 0)",False
1604,1,7,"(0, 0, 0)",False
1604,2,5,"(0, 0, 0)",False
1605,1,7,"(0, 0, 0)",False
1605,2,4,"(0, 0, 0)",False
1606,1,0,"(0, 0, 0)",False
1606,2,5,"(0, 0, 0)",False
1607,1,1,"(0, 0, 0)",False
1607,2,4,"(0, 0, 0)",False
1607,3,0,"(0, 0, 0)",False
1608,1,6,"(0, 0, 0)",False
1608,2,4,"(0, 0, 0)",False
1609,1,2,"(0, 0, 0)",False
1609,2,0,"(0, 0, 0)",False
1610,1,5,"(0, 0, 0)",False
1610,2,0,"(0, 0, 0)",False
1611,1,4,"(0, 0, 0)",False
1611,2,0,"(0, 0, 0)",False
1612,1,0,"(0, 0, 0)",False
1612,2,7,"(0, 0, 0)",False
1613,1,3,"(0, 0, 0)",False
1613,2,0,"(0, 0, 0)",False
1614,1,3,"(0, 0, 0)",False
1614,2,7,"(0, 0, 0)",False
1615,1,7,"(0, 0, 0)",False
1615,2,6,"(0, 0, 0)",False
1616,1,3,"(0, 0, 0)",False
1616,2,1,"(0, 0, 0)",False
1617,1,3,"(0, 0, 0)",False
1617,2,4,"(0, 0, 0)",False
1618,1,4,"(0, 0, 0)",False
1618,2,2,"(0, 0, 0)",False
1619,1,7,"(0, 0, 0)",False
1619,2,4,"(0, 0, 0)",False
1620,1,5,"(0, 0, 0)",False
1620,2,4,"(0, 0, 0)",False
1621,1,2,"(0, 0, 0)",False
1621,2,0,"(0, 0, 0)",False
1622,1,5,"(0, 0, 0)",False
1622,2,3,"(0, 0, 0)",False
1623,1,3,"(0, 0, 0)",False
1623,2,2,"(0, 0, 0)",False
1624,1,1,"(0, 0, 0)",False
1624,2,6,"(0, 0, 0)",False
1625,1,3,"(0, 0, 0)",False
1625,2,6,"(0, 0, 0)",False
1626,1,3,"(0, 0, 0)",False
1626,2,0,"(0, 0, 0)",False
1627,1,5,"(0, 0, 0)",False
1627,2,5,"(0, 0, 0)",False
1628,1,5,"(0, 0, 0)",False
1628,2,5,"(0, 0, 0)",False
1629,1,0,"(0, 0, 0)",False
1629,2,2,"(0, 0, 0)",False
1630,1,6,"(0, 0, 0)",False
1630,2,3,"(0, 0, 0)",False
1631,1,1,"(0, 0, 0)",False
1631,2,1,"(0, 0, 0)",False
1632,1,6,"(0, 0, 0)",False
1632,2,1,"(0, 0, 0)",False
1633,1,7,"(0, 0, 0)",False
1633,2,5,"(0, 0, 0)",False
1634,1,1,"(0, 0, 0)",False
1634,2,7,"(0, 0, 0)",False
1635,1,4,"(0, 0, 0)",False
1635,2,4,"(0, 0, 0)",False
1636,1,1,"(0, 0, 0)",False
1636,2,1,"(0, 0, 0)",False
1637,1,4,"(0, 0, 0)",False
1637,2,5,"(0, 0, 0)",False
1638,1,3,"(0, 0, 0)",False
1638,2,5,"(0, 0, 0)",False
1639,1,3,"(0, 0, 0)",False
1639,2,1,"(0, 0, 0)",False
1639,3,3,"(0, 0, 0)",False
1640,1,3,"(0, 0, 0)",False
1640,2,6,"(0, 0, 0)",False
1641,1,7,"(0, 0, 0)",False
1641,2,6,"(0, 0, 0)",False
1642,1,1,"(0, 0, 0)",False
1642,2,0,"(0, 0, 0)",False
1643,1,5,"(0, 0, 0)",False
1643,2,1,"(0, 0, 0)",False
1644,1,0,"(0, 0, 0)",False
1644,2,4,"(0, 0, 0)",False
1644,3,7,"(0, 0, 0)",False
1644,4,7,"(0, 0, 0)",False
1645,1,1,"(0, 0, 0)",False
1645,2,3,"(0, 0, 0)",False
1645,3,1,"(0, 0, 0)",False
1646,1,6,"(0, 0, 0)",False
1646,2,5,"(0, 0, 0)",False
1647,1,2,"(0, 0, 0)",False
1647,2,2,"(0, 0, 0)",False
1648,1,3,"(0, 0, 0)",False
1648,2,2,"(0, 0, 0)",False
1649,1,5,"(0, 0, 0)",False
1649,2,2,"(0, 0, 0)",False
1650,1,1,"(0, 0, 0)",False
1650,2,7,"(0, 0, 0)",False
1651,1,4,"(0, 0, 0)",False
1651,2,4,"(0, 0, 0)",False
1651,3,4,"(0, 0, 0)",False
1651,4,4,"(0, 0, 0)",False
1652,1,5,"(0, 0, 0)",False
1652,2,2,"(0, 0, 0)",False
1652,3,3,"(0, 0, 0)",False
1653,1,0,"(0, 0, 0)",False
1653,2,7,"(0, 0, 0)",False
1654,1,3,"(0, 0, 0)",False
1654,2,7,"(0, 0, 0)",False
1655,1,3,"(0, 0, 0)",False
1655,2,3,"(0, 0, 0)",False
1656,1,4,"(0, 0, 0)",False
1656,2,6,"(0, 0, 0)",False
1657,1,3,"(0, 0, 0)",False
1657,2,7,"(0, 0, 0)",False
1657,3,3,"(0, 0, 0)",False
1658,1,0,"(0, 0, 0)",False
1658,2,6,"(0, 0, 0)",False
1659,1,7,"(0, 0, 0)",False
1659,2,3,"(0, 0, 0)",False
1660,1,0,"(0, 0, 0)",False
1660,2,2,"(0, 0, 0)",False
1660,3,1,"(0, 0, 0)",False
1661,1,6,"(0, 0, 0)",False
1661,2,4,"(0, 0, 0)",False
1661,3,4,"(0, 0, 0)",False
1662,1,7,"(0, 0, 0)",False
1662,2,2,"(0, 0, 0)",False
1663,1,2,"(0, 0, 0)",False
1663,2,6,"(0, 0, 0)",False
1663,3,3,"(0, 0, 0)",False
1663,4,1,"(0, 0, 0)",False
1664,1,1,"(0, 0, 0)",False
1664,2,7,"(0, 0, 0)",False
1665,1,4,"(0, 0, 0)",False
1665,2,6,"(0, 0, 0)",False
1665,3,6,"(0, 0, 0)",False
1666,1,3,"(0, 0, 0)",False
1666,2,6,"(0, 0, 0)",False
1666,3,5,"(0, 0, 0)",False
1666,4,4,"(0, 0, 0)",False
1667,1,2,"(0, 0, 0)",False
1667,2,4,"(0, 0, 0)",False
1668,1,4,"(0, 0, 0)",False
1668,2,5,"(0, 0, 0)",False
1669,1,3,"(0, 0, 0)",False
1669,2,5,"(0, 0, 0)",False
1670,1,0,"(0, 0, 0)",False
1670,2,4,"(0, 0, 0)",False
1671,1,1,"(0, 0, 0)",False
1671,2,3,"(0, 0, 0)",False
1672,1,3,"(0, 0, 0)",False
1672,2,1,"(0, 0, 0)",False
1673,1,2,"(0, 0, 0)",False
1673,2,4,"(0, 0, 0)",False
1674,1,0,"(0, 0, 0)",False
1674,2,5,"(0, 0, 0)",False
1675,1,4,"(0, 0, 0)",False
1675,2,3,"(0, 0, 0)",False
1675,3,6,"(0, 0, 0)",False
1675,4,7,"(0, 0, 0)",False
1676,1,3,"(0, 0, 0)",False
1676,2,6,"(0, 0, 0)",False
1676,3,0,"(0, 0, 0)",False
1677,1,0,"(0, 0, 0)",False
1677,2,3,"(0, 0, 0)",False
1677,3,3,"(0, 0, 0)",False
1677,4,6,"(0, 0, 0)",False
1678,1,1,"(0, 0, 0)",False
1678,2,2,"(0, 0, 0)",False
1679,1,0,"(0, 0, 0)",False
1679,2,4,"(0, 0, 0)",False
1680,1,4,"(0, 0, 0)",False
1680,2,0,"(0, 0, 0)",False
1681,1,6,"(0, 0, 0)",False
1681,2,1,"(0, 0, 0)",False
1681,3,2,"(0, 0, 0)",False
1681,4,7,"(0, 0, 0)",False
1682,1,6,"(0, 0, 0)",False
1682,2,0,"(0, 0, 0)",False
1682,3,7,"(0, 0, 0)",False
1682,4,4,"(0, 0, 0)",False
1682,5,2,"(0, 0, 0)",False
1683,1,2,"(0, 0, 0)",False
1683,2,0,"(0, 0, 0)",False
1684,1,5,"(0, 0, 0)",False
1684,2,2,"(0, 0, 0)",False
1684,3,5,"(0, 0, 0)",False
1684,4,2,"(0, 0, 0)",False
1685,1,3,"(0, 0, 0)",False
1685,2,5,"(0, 0, 0)",False
1685,3,3,"(0, 0, 0)",False
1685,4,6,"(0, 0, 0)",False
1686,1,5,"(0, 0, 0)",False
1686,2,1,"(0, 0, 0)",False
1686,3,5,"(0, 0, 0)",False
1686,4,2,"(0, 0, 0)",False
1687,1,4,"(0, 0, 0)",False
1687,2,2,"(0, 0, 0)",False
1687,3,2,"(0, 0, 0)",False
1687,4,2,"(0, 0, 0)",False
1688,1,0,"(0, 0, 0)",False
1688,2,6,"(0, 0, 0)",False
1688,3,6,"(0, 0, 0)",False
1688,4,0,"(0, 0, 0)",False
1689,1,6,"(0, 0, 0)",False
1689,2,1,"(0, 0, 0)",False
1690,1,5,"(0, 0, 0)",False
1690,2,5,"(0, 0, 0)",False
1690,3,7,"(0, 0, 0)",False
1690,4,1,"(0, 0, 0)",False
1691,1,6,"(0, 0, 0)",False
1691,2,0,"(0, 0, 0)",False
1692,1,1,"(0, 0, 0)",False
1692,2,5,"(0, 0, 0)",False
1692,3,6,"(0, 0, 0)",False
1692,4,1,"(0, 0, 0)",False
1693,1,5,"(0, 0, 0)",False
1693,2,7,"(0, 0, 0)",False
1694,1,6,"(0, 0, 0)",False
1694,2,7,"(0, 0, 0)",False
1694,3,2,"(0, 0, 0)",False
1694,4,6,"(0, 0, 0)",False
1695,1,4,"(0, 0, 0)",False
1695,2,3,"(0, 0, 0)",False
1695,3,1,"(0, 0, 0)",False
1696,1,5,"(0, 0, 0)",False
1696,2,7,"(0, 0, 0)",False
1696,3,3,"(0, 0, 0)",False
1697,1,0,"(0, 0, 0)",False
1697,2,1,"(0, 0, 0)",False
1697,3,5,"(0, 0, 0)",False
1697,4,6,"(0, 0, 0)",False
1698,1,6,"(0, 0, 0)",False
1698,2,6,"(0, 0, 0)",False
1698,3,2,"(0, 0, 0)",False
1699,1,1,"(0, 0, 0)",False
1699,2,7,"(0, 0, 0)",False
1699,3,1,"(0, 0, 0)",False
1700,1,7,"(0, 0, 0)",False
1700,2,7,"(0, 0, 0)",False
1700,3,0,"(0, 0, 0)",False
1701,1,1,"(0, 0, 0)",False
1701,2,3,"(0, 0, 0)",False
1701,3,5,"(0, 0, 0)",False
1702,1,5,"(0, 0, 0)",False
1702,2,3,"(0, 0, 0)",False
1702,3,3,"(0, 0, 0)",False
1703,1,4,"(0, 0, 0)",False
1703,2,4,"(0, 0, 0)",False
1703,3,4,"(0, 0, 0)",False
1703,4,0,"(0, 0, 0)",False
1704,1,2,"(0, 0, 0)",False
1704,2,4,"(0, 0, 0)",False
1704,3,2,"(0, 0, 0)",False
1705,1,7,"(0, 0, 0)",False
1705,2,5,"(0, 0, 0)",False
1705,3,2,"(0, 0, 0)",False
1706,1,1,"(0, 0, 0)",False
1706,2,1,"(0, 0, 0)",False
1707,1,2,"(0, 0, 0)",False
1707,2,2,"(0, 0, 0)",False
1707,3,5,"(0, 0, 0)",False
1707,4,0,"(0, 0, 0)",False
1707,5,2,"(0, 0, 0)",False
1707,6,5,"(0, 0, 0)",False
1708,1,1,"(0, 0, 0)",False
1708,2,0,"(0, 0, 0)",False
1708,3,1,"(0, 0, 0)",False
1708,4,4,"(0, 0, 0)",False
1709,1,3,"(0, 0, 0)",False
1709,2,0,"(0, 0, 0)",False
1709,3,5,"(0, 0, 0)",False
1709,4,3,"(0, 0, 0)",False
1710,1,7,"(0, 0, 0)",False
1710,2,5,"(0, 0, 0)",False
1711,1,6,"(0, 0, 0)",False
1711,2,3,"(0, 0, 0)",False
1711,3,3,"(0, 0, 0)",False
1712,1,6,"(0, 0, 0)",False
1712,2,7,"(0, 0, 0)",False
1713,1,3,"(0, 0, 0)",False
1713,2,5,"(0, 0, 0)",False
1713,3,1,"(0, 0, 0)",False
1713,4,7,"(0, 0, 0)",False
1713,5,1,"(0, 0, 0)",False
1714,1,4,"(0, 0, 0)",False
1714,2,0,"(0, 0, 0)",False
1714,3,1,"(0, 0, 0)",False
1714,4,1,"(0, 0, 0)",False
1715,1,4,"(0, 0, 0)",False
1715,2,1,"(0, 0, 0)",False
1715,3,5,"(0, 0, 0)",False
1715,4,3,"(0, 0, 0)",False
1715,5,3,"(0, 0, 0)",False
1716,1,4,"(0, 0, 0)",False
1716,2,5,"(0, 0, 0)",False
1716,3,5,"(0, 0, 0)",False
1716,4,2,"(0, 0, 0)",False
1716,5,3,"(0, 0, 0)",False
1717,1,2,"(0, 0, 0)",False
1717,2,7,"(0, 0, 0)",False
1717,3,2,"(0, 0, 0)",False
1718,1,5,"(0, 0, 0)",False
1718,2,2,"(0, 0, 0)",False
1719,1,3,"(0, 0, 0)",False
1719,2,1,"(0, 0, 0)",False
1719,3,6,"(0, 0, 0)",False
1720,1,2,"(0, 0, 0)",False
1720,2,3,"(0, 0, 0)",False
1721,1,1,"(0, 0, 0)",False
1721,2,0,"(0, 0, 0)",False
1721,3,6,"(0, 0, 0)",False
1721,4,6,"(0, 0, 0)",False
1721,5,5,"(0, 0, 0)",False
1722,1,0,"(0, 0, 0)",False
1722,2,3,"(0, 0, 0)",False
1722,3,7,"(0, 0, 0)",False
1723,1,6,"(0, 0, 0)",False
1723,2,1,"(0, 0, 0)",False
1723,3,5,"(0, 0, 0)",False
1723,4,4,"(0, 0, 0)",False
1724,1,7,"(0, 0, 0)",False
1724,2,0,"(0, 0, 0)",False
1724,3,6,"(0, 0, 0)",False
1724,4,2,"(0, 0, 0)",False
1724,5,3,"(0, 0, 0)",False
1725,1,0,"(0, 0, 0)",False
1725,2,7,"(0, 0, 0)",False
1726,1,3,"(0, 0, 0)",False
1726,2,7,"(0, 0, 0)",False
1727,1,6,"(0, 0, 0)",False
1727,2,6,"(0, 0, 0)",False
1728,1,3,"(0, 0, 0)",False
1728,2,5,"(0, 0, 0)",False
1729,1,5,"(0, 0, 0)",False
1729,2,0,"(0, 0, 0)",False
1730,1,2,"(0, 0, 0)",False
1730,2,7,"(0, 0, 0)",False
1731,1,3,"(0, 0, 0)",False
1731,2,5,"(0, 0, 0)",False
1731,3,2,"(0, 0, 0)",False
1731,4,1,"(0, 0, 0)",False
1732,1,7,"(0, 0, 0)",False
1732,2,4,"(0, 0, 0)",False
1732,3,6,"(0, 0, 0)",False
1733,1,2,"(0, 0, 0)",False
1733,2,1,"(0, 0, 0)",False
1734,1,7,"(0, 0, 0)",False
1734,2,1,"(0, 0, 0)",False
1734,3,7,"(0, 0, 0)",False
1734,4,6,"(0, 0, 0)",False
1734,5,3,"(0, 0, 0)",False
1735,1,0,"(0, 0, 0)",False
1735,2,3,"(0, 0, 0)",False
1736,1,4,"(0, 0, 0)",False
1736,2,5,"(0, 0, 0)",False
1737,1,4,"(0, 0, 0)",False
1737,2,5,"(0, 0, 0)",False
1738,1,0,"(0, 0, 0)",False
1738,2,0,"(0, 0, 0)",False
1739,1,4,"(0, 0, 0)",False
1739,2,7,"(0, 0, 0)",False
1739,3,0,"(0, 0, 0)",False
1740,1,5,"(0, 0, 0)",False
1740,2,3,"(0, 0, 0)",False
1741,1,7,"(0, 0, 0)",False
1741,2,4,"(0, 0, 0)",False
1741,3,5,"(0, 0, 0)",False
1741,4,2,"(0, 0, 0)",False
1742,1,4,"(0, 0, 0)",False
1742,2,2,"(0, 0, 0)",False
1742,3,3,"(0, 0, 0)",False
1742,4,2,"(0, 0, 0)",False
1742,5,2,"(0, 0, 0)",False
1743,1,4,"(0, 0, 0)",False
1743,2,2,"(0, 0, 0)",False
1744,1,2,"(0, 0, 0)",False
1744,2,7,"(0, 0, 0)",False
1745,1,5,"(0, 0, 0)",False
1745,2,3,"(0, 0, 0)",False
1745,3,2,"(0, 0, 0)",False
1745,4,3,"(0, 0, 0)",False
1745,5,4,"(0, 0, 0)",False
1746,1,4,"(0, 0, 0)",False
1746,2,2,"(0, 0, 0)",False
1747,1,6,"(0, 0, 0)",False
1747,2,1,"(0, 0, 0)",False
1748,1,4,"(0, 0, 0)",False
1748,2,1,"(0, 0, 0)",False
1749,1,0,"(0, 0, 0)",False
1749,2,3,"(0, 0, 0)",False
1749,3,4,"(0, 0, 0)",False
1750,1,1,"(0, 0, 0)",False
1750,2,1,"(0, 0, 0)",False
1751,1,1,"(0, 0, 0)",False
1751,2,2,"(0, 0, 0)",False
1752,1,2,"(0, 0, 0)",False
1752,2,3,"(0, 0, 0)",False
1752,3,4,"(0, 0, 0)",False
