sta_code,box_id,sku_code,position,rotation,utilization,is_rotated,rotation_type,error
ODO1693888804679170,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693888806425175,35x23x13,DH8922-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.35212613473483038700430005,True,0,
ODO1693888806425175,37x26x13,DV9089-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,82.90420598112905805213497521,True,0,
ODO1693888807348180,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693888807348180,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693889280323838,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693889280323838,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693889280323838,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889280323838,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889280323838,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889282190875,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693889282190875,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693889286008920,35x23x13,DV3050-300,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
ODO1693889286008920,35x23x13,DV3050-300,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
ODO1693889286008920,40x28x16,DV3911-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.687500,True,0,
ODO1693889642958495,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693889642958495,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693889761875692,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693889761875692,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693889761875692,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889761875692,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889761875692,42x30x18,BV2667-063,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,30.68783068783068783068783069,True,0,
ODO1693889766396743,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693889766396743,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693890129854293,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693890129854293,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693890371328358,35x23x13,DD2795-302,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,71.68657429526994744386048734,True,0,
ODO1693890371328358,35x23x13,DC5216-301,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,71.68657429526994744386048734,True,0,
ODO1693890371328358,37x26x13,DX5239-495,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,7.276507276507276507276507277,True,0,
ODO1693890371328358,42x30x18,FD4008-657,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,4.219576719576719576719576720,True,0,
ODO1693890488161141,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693890488161141,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693890490449154,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO1693890490449154,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693890602886561,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693890602886561,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693890840734205,35x23x13,DJ9946-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
ODO1693890840734205,35x23x13,DJ9946-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
ODO1693890840734205,35x23x13,DJ9946-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
ODO1693890840734205,40x28x16,DH6621-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,13.12500,True,0,
ODO1693890841331207,35x23x13,SP0040-009,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,64.13760152890587673196368849,True,0,
ODO1693890841331207,35x23x13,DD9441-600,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,64.13760152890587673196368849,True,0,
ODO1693890844533237,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693890844533237,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693890847621252,35x23x13,BQ5451-123,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,54.18060200668896321070234114,True,0,
ODO1693890847621252,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,71.09412326803631151457238414,True,0,
ODO1693890847621252,42x30x18,DV8023-133,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,10.31746031746031746031746032,True,0,
ODO1693890847621252,42x30x18,DV8023-010,"[Decimal('0'), Decimal('0'), Decimal('1')]",0.0,10.31746031746031746031746032,True,0,
ODO1693890848257257,35x23x13,FB1247-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,4.280936454849498327759197324,True,0,
ODO1693890848257257,35x23x13,DZ3674-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
ODO1693890848257257,40x28x16,DX9723-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.87500,True,0,
ODO1693891202786884,35x23x13,DD0490-102,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
ODO1693891202786884,42x30x18,AR5007-410,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.026455026455026455026455026,True,0,
ODO1693891203111887,40x28x16,DM6028-731,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,60.0,True,0,
ODO1693891203111887,40x28x16,FN5430-107,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,60.0,True,0,
ODO1693891802430832,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693891802430832,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693891802973835,35x23x13,DX5939-102,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,65.16961299569995222169135213,True,0,
ODO1693891802973835,35x23x13,DX5939-102,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,65.16961299569995222169135213,True,0,
ODO1693891802973835,52x40x17,FB7849-323,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,30.76923076923076923076923077,True,0,
ODO1693891802973835,52x40x17,FB7849-323,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,30.76923076923076923076923077,True,0,
ODO1693891806012878,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693891806012878,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693891806116879,35x23x13,FJ7067-114,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
ODO1693891806116879,40x28x16,DX0204-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,16.72433035714285714285714286,True,0,
ODO1693891807066890,35x23x13,DH8922-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.35212613473483038700430005,True,0,
ODO1693891807066890,40x28x16,DX9606-706,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.71428571428571428571428571,True,0,
ODO1693891807066890,40x28x16,DX5567-800,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,75.71428571428571428571428571,True,0,
ODO1693891807066890,42x30x18,FB7881-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,14.68253968253968253968253968,True,0,
ODO1693891810294907,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693891810294907,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693892045646337,35x23x13,DX5066-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,22.40802675585284280936454849,True,0,
ODO1693892045646337,35x23x13,FQ0755-068,"[Decimal('14'), Decimal('0'), Decimal('0')]",0.0,22.40802675585284280936454849,True,0,
ODO1693892045646337,35x23x13,819352-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,36.69374104156712852365026278,True,0,
ODO1693892045646337,37x26x13,DX5386-114,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.565328642251719174796097873,True,0,
ODO1693892880563826,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693892880563826,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693892883832880,35x23x13,CJ1679-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.91399904443382704252269470,True,0,
ODO1693892883832880,35x23x13,DX9655-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,80.72623029144768275203057812,True,0,
ODO1693892888413958,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693892888413958,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893000537269,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893000537269,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893002167276,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893002167276,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893002448279,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893002448279,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893483420674,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893483420674,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893484027680,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893484027680,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893491971717,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,29.15343915343915343915343915,True,0,
ODO1693893491971717,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('3')]",0.0,29.15343915343915343915343915,True,0,
ODO1693893491971717,52x40x17,FJ6812-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,21.06334841628959276018099548,True,0,
ODO1693893722929989,37x26x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.29841675995522149368303214,True,0,
ODO1693893722929989,37x26x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.29841675995522149368303214,True,0,
ODO1693893722929989,42x30x18,BV2667-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,10.22927689594356261022927690,True,0,
ODO1693893724154990,35x23x13,BV2667-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,71.09412326803631151457238414,True,0,
ODO1693893724154990,35x23x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,71.09412326803631151457238414,True,0,
ODO1693893840591172,35x23x13,DV9089-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
ODO1693893840591172,40x28x16,DX9656-908,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,50.0,True,0,
ODO1693893841952191,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893841952191,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893842632200,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893842632200,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893844508222,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893844508222,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893846273240,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893846273240,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693893847548249,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893847548249,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893847562250,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893847562250,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893848175256,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893848175256,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893848661260,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893848661260,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893848721262,40x28x16,DZ3355-106,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,80.1562500,True,0,
ODO1693893848721262,42x30x18,FB7366-619,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.291005291005291005291005291,True,0,
ODO1693893850636270,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893850636270,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893850941271,35x23x13,DX9656-902,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,35.31772575250836120401337793,True,0,
ODO1693893850941271,35x23x13,DA8570-107,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
ODO1693893851493274,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893851493274,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893852999281,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893852999281,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693893853500283,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893853500283,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693893854650291,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693893854650291,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693894081071659,35x23x13,DC0774-502,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
ODO1693894081071659,42x30x18,FJ7227-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,10.14991181657848324514991182,True,0,
ODO1693894081071659,42x30x18,FB9806-100,"[Decimal('0'), Decimal('0'), Decimal('1')]",0.0,10.14991181657848324514991182,True,0,
ODO1693894087509701,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894087509701,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693894088828705,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894088828705,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894094665716,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894094665716,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693894202389875,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894202389875,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894203131883,Error,,,,N/A,N/A,N/A,Unable to pack items due to fitting constraints.
ODO1693894206035897,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894206035897,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894206670900,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894206670900,40x28x16,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,70.51339285714285714285714286,True,0,
ODO1693894209268907,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894209268907,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894323105156,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894323105156,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693894324573167,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894324573167,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693894324673169,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894324673169,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894325582180,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894325582180,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693894325846182,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894325846182,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693894327262193,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894327262193,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894327588196,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894327588196,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894327988201,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894327988201,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894330154214,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894330154214,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894331756220,35x23x13,HA5109-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.77257525083612040133779264,True,0,
ODO1693894331756220,35x23x13,DD8959-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.91399904443382704252269470,True,0,
ODO1693894332461225,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894332461225,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO1693894332540226,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894332540226,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,90.95634095634095634095634096,True,0,
ODO1693894800309974,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894800309974,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO1693894800585977,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693894800585977,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO16938948026899,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO16938948026899,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO169389480291011,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO169389480291011,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO169389480510533,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO169389480510533,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO169389480540236,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO169389480540236,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO169389480617140,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO169389480617140,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO169389480784155,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO169389480784155,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO169389480852560,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO169389480852560,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
ODO169389481027771,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.05637840420449116101290014,True,0,
ODO169389481027771,37x26x13,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
ODO169389481051773,35x23x13,FJ7737-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,79.46488294314381270903010033,True,0,
ODO169389481051773,35x23x13,DX9655-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,80.72623029144768275203057812,True,0,
ODO1693895040318560,35x23x13,DH9796-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,42.04491161012900143334925944,True,0,
ODO1693895040318560,42x30x18,AV2187-140,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,59.84126984126984126984126984,True,0,
